text,label,risk_code
I keep replaying conversations in my head wondering wondering what I did wrong. it is what it is,Medium,1
lately The voices in my head keep me I'm worthless and should give up. anyone else feel this way,High,2
today i feel Feel like I'm walking through fog. Nothing seems clear or real. honestly,Medium,1
i think I can't remember the last time I genuinely laughed or felt happy. need to to talk about this,Medium,1
The voices in my head keep telling me I'm worthless and should give up. not sure what to do,High,2
lately Feeling to have such supportive coworkers. i guess,Low,0
"just wanted to say Love spending weekends with my family, just doing simple things together. honestly",Low,0
been thinking I'm always on edge waiting for bad to happen. need to talk about this,Medium,1
Just completed my morning workout. Feeling energized and ready for the day. anyone else feel this way,Low,0
honestly Volunteered at the shelter today. Giving back feels meaningful. i guess,Low,0
been thinking I wrote my final note today. I'm so tired of fighting this battle alone. need to talk about this,High,2
i think I keep putting things off because nothing feels worth the effort. just venting,Medium,1
honestly Beautiful sunrise this morning. Starting the day with,Low,0
feeling like I pretend to be fine around others but inside I'm struggling. i guess,Medium,1
tbh Feeling with where I am in life right now.,Low,0
honestly Everything feels like too much effort lately. Even basic tasks are hard. not sure what to do,Medium,1
tbh Had a good conversation with my therapist. Feeling hopeful about progress. i guess,Low,0
just wanted to say I feel numb most of the time. Not sad exactly just empty. honestly,Medium,1
Constant headaches from stress. My body is telling me something is wrong. just venting,Medium,1
been thinking Simple walk in the neighborhood reminded me to appreciate the little things. things. just venting,Low,0
can't help but feel Beautiful sunrise this morning. Starting the day with not sure what to do,Low,0
today i feel Feeling optimistic about the future and the possibilities ahead. need to talk about this,Low,0
lately Every day is torture. I don't know how much more I can take. just venting,High,2
just wanted to say Had a productive meeting today. Things are moving in the right direction. honestly,Low,0
today i feel Organized my room today and it feels so satisfying. honestly,Low,0
can't help but feel I pretend to be fine around others but inside I'm struggling. it is what it is,Medium,1
today feel Some days are okay but most feel gray and empty.,Medium,1
can't help but feel Work stress is getting to me. I feel like I'm always behind. it is what it is,Medium,1
can't help but feel Feeling blessed to have have such supportive coworkers. need to talk about this,Low,0
can't help but feel Feeling exhausted all the time even though I haven't done much. i guess,Medium,1
feeling like Feeling blessed to have such supportive coworkers. i guess,Low,0
just wanted to say I feel trapped in a life I never wanted. There's no escape from this misery.,High,2
lately Feeling Feeling blessed to have such supportive coworkers. i guess,Low,0
feeling like Work stress is getting to me. I feel like I'm always behind. anyone else feel this way,Medium,1
feeling like I've been planning how to end my suffering. I can't do this anymore.,High,2
tbh Just completed my morning workout. Feeling energized and ready for the day. i i guess,Low,0
I don't want to wake up tomorrow. Sleep is the only escape.,High,2
honestly Volunteered at the shelter today. Giving back feels meaningful. anyone else feel this,Low,0
can't help but feel Learning a new skill and making progress. Small wins matter! anyone else feel this way,Low,0
can't help but feel Everything is crumbling around me and I have no will to rebuild. it is what it is,High,2
I'm a complete failure who doesn't deserve to live. honestly,High,2
can't help but feel I've lost everything that mattered. There's nothing left holding me not sure what to do,High,2
been thinking Enjoying the beautiful weather outside. Going for a walk in the park. need to talk about this,Low,0
can't help but feel Discovered a new trail today. Adventure awaits! honestly,Low,0
been thinking No one in in this world would miss me. I'm invisible and insignificant. it is what it is,High,2
just wanted to say Caught up on sleep this weekend and feeling much better now. just venting,Low,0
honestly I've been cutting myself more frequently. The scars are getting deeper.,High,2
feeling like Trying out a new recipe tonight. Cooking always makes me happy. just venting,Low,0
been thinking I hate myself and everything about my life. There's no way out. need to talk about this,High,2
can't help but feel Learning a new skill and making progress. Small wins matter! it is what it is,Low,0
honestly Can't seem to shake this feeling of worry. Everything feels uncertain. anyone else feel this way,Medium,1
tbh The voices in my head keep telling me I'm worthless and should give up. just venting,High,2
been thinking Feeling disconnected from friends. Everyone seems to be moving on without me. i guess,Medium,1
Had a fun day exploring the local farmers market. it is what it is,Low,0
just wanted to say I've stopped eating and caring about myself. What's the point of anything. need to talk about this,High,2
feeling like I'm a complete complete failure who doesn't deserve to live. not sure what to do,High,2
right now I've been planning how to end my suffering. I can't do this anymore. anyone else feel this way,High,2
"tbh Life is meaningless. I'm just existing, not I want it to stop. need to talk about this",High,2
i think I wish I could just disappear disappear forever. Nobody would even care. not sure what to do,High,2
can't help but feel I'm a complete failure who doesn't doesn't deserve to live. anyone else feel this way,High,2
can't help but feel I've been having bad dreams that leave me feeling unsettled all day. day. just venting,Medium,1
just wanted to say say Had a great day at work today. Feeling productive and accomplished!,Low,0
today i feel I've pushed everyone away. I'm completely isolated and beyond repair. just venting,High,2
Feeling content with where I am in life right now.,Low,0
tbh Feeling invisible at work and in personal life. need to talk about this,Medium,1
honestly Had a panic attack today. It came out of nowhere and scared me. need to talk about this,Medium,1
just wanted to say Every day is torture. I don't know how much more I can take. i guess,High,2
today i feel Meditation has been helping me stay centered lately. not sure what to do,Low,0
lately Had a panic attack today. It came out of nowhere and scared me. anyone else feel this way,Medium,1
lately I'm always on edge waiting for something bad to happen. honestly,Medium,1
feeling like There is no future for me. Everything I touch turns to ash. it is what it is,High,2
today i feel I wish I could just press pause on life for a while. it is what it is,Medium,1
i think Having trouble concentrating. My thoughts keep wandering to negative places. it is what it is,Medium,1
been thinking I've been isolating myself more and more. People drain my energy. need to talk about this,Medium,1
right now Discovered a new hiking trail today. Adventure awaits! i guess,Low,0
Constant worry about money and the future. It's consuming me. anyone else else feel this way,Medium,1
Meditation has been helping me stay centered lately. it is what it is,Low,0
lately I keep replaying conversations in my head wondering what I did wrong. i guess,Medium,1
lately I pretend to be fine around others but inside I'm struggling.,Medium,1
i think Anxiety has been getting worse. Social situations make me really uncomfortable. it is what it is,Medium,1
tbh I hate myself and everything about my life. There's no way out. it is what it is,High,2
been thinking I'm a complete failure who doesn't deserve to live. it is what it is,High,2
been thinking I'm a complete failure who doesn't deserve to live. anyone else feel this way,High,2
just wanted to say Can't seem to shake this feeling of worry. Everything feels uncertain. just venting,Medium,1
i think Can't stop overthinking about my past mistakes. The guilt is overwhelming. anyone else feel this way,Medium,1
today i feel I wake up disappointed that I woke up at all. need to talk about this,High,2
i think Got a compliment at work today. Made my whole day brighter. not sure what to do,Low,0
been thinking There is no future for me. Everything I touch turns to ash. anyone else feel this way,High,2
can't help but feel feel Feeling content with where I am in life right now. not sure what to do,Low,0
honestly Tried a new restaurant and the was amazing! honestly,Low,0
tbh tbh Work stress is getting to me. I feel like I'm always behind. not sure what to do,Medium,1
can't help but feel I feel dead inside already. My body is just going through the motions. need to talk about this,High,2
today i feel No one in this world would miss me. I'm invisible and insignificant. not sure what to do,High,2
been thinking Had a good conversation with my therapist. Feeling hopeful about progress. need to talk about this,Low,0
"Love spending weekends with my family, just doing simple things together. honestly",Low,0
tbh a bit down today. Work has been really stressful lately. i guess,Medium,1
honestly I wrote my final note today. I'm so tired of fighting this battle alone. it is what it is,High,2
been thinking Just ran my first 5K! Proud of myself for sticking with training.,Low,0
been thinking I feel trapped in a life I never wanted. There's no escape from this this misery. it is what it is,High,2
honestly Today was a normal day and that's perfectly fine with me. not sure what to do,Low,0
been thinking Sometimes I think everyone would be better off without me in their lives. just venting,High,2
feeling like I'm always on edge waiting for something bad to happen.,Medium,1
feeling like Feeling overwhelmed with responsibilities. Not sure how to manage everything. honestly,Medium,1
lately So proud of my who graduated today! Celebrating achievements is wonderful.,Low,0
today i feel Enjoying the beautiful weather outside. Going for a walk in the park. i guess,Low,0
been thinking Discovered a new hiking trail today. Adventure awaits! not sure what to do,Low,0
honestly Tried a new restaurant and the was amazing! just venting,Low,0
today i feel I can't stop crying. The sadness is so deep it physically hurts. not sure what to do,High,2
tbh Constant headaches from stress. My body is telling me something is wrong. not sure what to do,Medium,1
honestly I've been self-harming to cope with the emotional pain. It's the only relief. need to talk about this,High,2
feeling like My garden is blooming and it brings me such peace.,Low,0
just wanted to say Sometimes I wonder if anyone would notice if I just disappeared for a while. need to talk about this,Medium,1
been thinking The voices in my head keep telling me I'm worthless and should give up. anyone else feel way,High,2
tbh Feeling invisible at work and in my personal life. it is what is,Medium,1
i think Started avoiding phone calls and Social interaction feels exhausting. honestly,Medium,1
right now Meditation has been helping me stay centered lately. just venting,Low,0
right now Just baked cookies for my neighbors. Spreading kindness feels good. good. not sure what to do,Low,0
right now Struggling to get out of bed most mornings. What's the point anyway. need to talk about this,Medium,1
feeling like I feel like I'm drowning and no one can hear me screaming for help. anyone else feel this way,High,2
lately Can't seem to shake this feeling of worry. Everything feels uncertain. need to talk about this,Medium,1
been thinking I've been having bad dreams that leave me feeling unsettled all day. honestly,Medium,1
feeling like Death seems like the only peaceful option left for someone like me. it is what it,High,2
honestly Feeling stuck in life. Like I'm not making any progress at all. not sure what to do,Medium,1
right now Coffee with an friend today. Reconnecting feels wonderful. just venting,Low,0
just wanted to say I pretend to be fine around others but inside I'm struggling. honestly,Medium,1
tbh Every day is torture. I don't know how much more I can take. i guess,High,2
right now I've been isolating more and more. People drain my energy. honestly,Medium,1
lately Finally got the promotion I've been working toward. Hard work pays off! need to talk about this,Low,0
just wanted to say I've given away my possessions. I won't need them where I'm going. not sure what to do,High,2
I'm a mistake that should never have been born into this world. it is what it is,High,2
Meditation has been helping me stay centered lately. not sure what what to do,Low,0
can't help but feel The world would be better without me. I'm nothing but a burden. i guess,High,2
can't help but feel I don't want to wake up tomorrow. Sleep is the only escape. anyone else feel this way,High,2
lately Every day is torture. I I don't know how much more I can take. anyone else feel this way,High,2
just wanted to say Today was a normal day and that's perfectly fine with me. need to talk about this,Low,0
can't help but feel Can't seem to shake this feeling of worry. Everything feels uncertain.,Medium,1
been thinking Had a fun day exploring the local farmers market. honestly,Low,0
lately Grateful for the support system I have. Life has its ups and downs but I'm okay. i guess,Low,0
today i feel I've stopped eating and caring about myself. What's point of anything. i guess,High,2
been thinking Enjoying a peaceful evening with a a good book and some tea. honestly,Low,0
just wanted to say Everything is crumbling around me and I have no will to rebuild.,High,2
just wanted to say Started avoiding phone calls and messages. Social feels exhausting. need to talk about this,Medium,1
right now I'm tired of pretending everything is okay when it really isn't.,Medium,1
been thinking Had a fun day exploring the local farmers market. need to talk about,Low,0
"i think My mood swings are getting worse. One minute I'm fine, the next I'm not.",Medium,1
Just baked cookies for my neighbors. Spreading kindness feels good. honestly,Low,0
honestly Today I choose happiness and gratitude for what I have. not sure what to do,Low,0
feeling like I've been researching methods to end my life. I'm scared of myself.,High,2
i think Feeling overwhelmed with responsibilities. Not sure how to manage everything. honestly,Medium,1
right now Listened to my favorite album today. Music is good for the soul. need to talk about this,Low,0
lately Feeling overwhelmed with responsibilities. Not sure how to manage everything. not sure what to do,Medium,1
can't help but feel Having trouble concentrating. My thoughts keep wandering to negative places. it is what it is,Medium,1
been thinking I can't remember what happiness feels like. It's been dark for so long.,High,2
tbh lost all hope. Nothing is ever going to get better. Why try.,High,2
Spent quality time with family this weekend. Feeling grateful. not sure what what to do,Low,0
can't but feel Feeling exhausted all the time even though I haven't done much. just venting,Medium,1
right now Feeling invisible at work and in my personal life. anyone else feel this way,Medium,1
honestly Feeling exhausted all the time even though I haven't done much. it is what it is,Medium,1
I've been eating a lot more usual. Food is my only comfort right now. i guess,Medium,1
Finished a project at work. Feeling relieved and proud. honestly,Low,0
lately I feel like a burden to my friends and family. They'd They'd be better off. need to talk about this,Medium,1
right now Got creative and painted something today. Art is therapeutic. just venting,Low,0
can't help but feel Feeling optimistic about the future the possibilities ahead. just venting,Low,0
tbh I've been crying for no apparent reason. Not sure what's wrong with me. anyone else feel this way,Medium,1
feeling like Feeling lonely even when I'm around people. No one truly understands. just venting,Medium,1
tbh Just baked cookies for my neighbors. Spreading kindness feels good. honestly,Low,0
been thinking Feeling content with where I am in life right now.,Low,0
"just wanted to say Love spending weekends with my family, just doing simple things together. i guess",Low,0
been thinking Just came back from vacation feeling refreshed and recharged. it is what it is,Low,0
right now Anxiety has been getting worse. Social situations make me really uncomfortable. anyone else feel this way,Medium,1
i think Everything feels like too much effort lately. Even basic tasks are hard. anyone else feel this way,Medium,1
i think I've been planning how to end my suffering. I can't do this anymore. i guess,High,2
right now Feeling optimistic about the future and the possibilities ahead. it is what it is,Low,0
i think I feel numb most of the time. Not sad exactly just empty. not sure what to do,Medium,1
lately Organized my room today and it feels so satisfying. it is what it is,Low,0
i i think Can't focus on anything productive. My brain feels scattered. just venting,Medium,1
just wanted to say Adopted a new puppy and I'm over the moon with happiness. i guess,Low,0
i think I don't want to wake up tomorrow. Sleep is the the only escape. honestly,High,2
Listened to my favorite album today. Music is is good for the soul. honestly,Low,0
feeling like Can't stop overthinking about my past mistakes. The guilt is overwhelming. honestly,Medium,1
feeling like I want the pain to stop. I just want everything to to stop permanently. just venting,High,2
honestly honestly I'm tired of pretending everything is okay when it really isn't. i guess,Medium,1
today i feel The darkness has won. I have no strength left to fight it. not sure what to do,High,2
been thinking Got creative and painted something today. Art is therapeutic. it is what it is,Low,0
been thinking I've lost all hope. Nothing is ever going to get better. Why try. just venting,High,2
i think Beautiful sunrise this morning. Starting the day with positivity. not sure sure what to do,Low,0
i think Just baked cookies for my neighbors. Spreading kindness feels good. need to talk about this,Low,0
today i feel Trying out a new recipe tonight. Cooking always makes me happy. i guess,Low,0
tbh Feeling a bit down today. Work has been really stressful lately. it is what it is,Medium,1
can't help but feel I keep replaying conversations in my head wondering what I did wrong. i guess,Medium,1
Can't seem to shake this feeling of worry. Everything feels uncertain. honestly,Medium,1
I feel like a burden to my friends and family. They'd be better off. i guess,Medium,1
today i feel Just came back from vacation feeling refreshed and recharged. just venting,Low,0
today i feel Beautiful sunrise this morning. Starting the day with positivity. honestly,Low,0
lately I can't breathe through the panic and despair. It never stops. anyone else feel this way,High,2
can't help but feel Had an amazing lunch with colleagues. Good conversations always lift my mood. honestly,Low,0
i think Organized my room today and it feels so satisfying. i guess,Low,0
feeling like Constant headaches from stress. My body body is telling me something is wrong. need to talk about this,Medium,1
can't help but feel I'm a complete failure who doesn't deserve to live. not sure what to do,High,2
just wanted to say I'm struggling with change. Everything new makes me anxious. honestly,Medium,1
feeling like Had a fun day exploring the local farmers market. not sure what to do,Low,0
tbh Volunteered at the shelter today. back feels meaningful. need to talk about this,Low,0
just wanted to say I wish I could just disappear forever. Nobody Nobody would even care. anyone else feel this way,High,2
tbh Feeling like I'm not good enough for anything. Low confidence days.,Medium,1
honestly Feeling Feeling content with where I am in life right now. honestly,Low,0
tbh My relationships feel strained. I don't know how to communicate what I feel. need to talk about this,Medium,1
i think My team won the game tonight! Exciting times with good friends. just venting,Low,0
can't help but feel Had a fun game night with friends. Laughter is the best medicine.,Low,0
right now The world would be better without me. I'm I'm nothing but a burden. just venting,High,2
can't help but feel Just baked cookies for my neighbors. Spreading kindness feels good. anyone else feel this way,Low,0
tbh Feel like I'm walking through fog. Nothing seems clear or real. anyone else feel this way,Medium,1
today i feel Trying out a new recipe tonight. Cooking always makes me happy. anyone else this way,Low,0
i think Enjoying some quiet alone. Self care is important.,Low,0
i think Can't seem to shake this feeling of worry. Everything feels uncertain. it is what it is,Medium,1
i think The world would be better without me. I'm nothing but a burden. honestly,High,2
tbh I wake up disappointed that I woke up at all.,High,2
lately Had an amazing lunch with colleagues. Good conversations always lift my mood.,Low,0
right now Enjoying the beautiful weather outside. Going for a walk in the park. just venting,Low,0
i think Haven't been sleeping well. My mind keeps racing at night. honestly,Medium,1
been thinking I've been eating a lot more than usual. Food is my only comfort right now. i guess,Medium,1
Watched a great movie with friends. simple things bring joy. it is what it is,Low,0
tbh The weekend used to be something I looked forward to. Now it's just more emptiness. just venting,Medium,1
feeling like I feel like a burden to my friends and family. They'd better off. need to talk about this,Medium,1
i think Listened to my favorite album today. Music is good for the soul. not sure what to do,Low,0
right now I don't enjoy the things I used to. Everything feels flat and boring. honestly,Medium,1
i think Discovered a new hiking trail today. Adventure awaits!,Low,0
feeling like Got a compliment at work today. my whole day brighter. i guess,Low,0
just wanted to say Made someone smile today and that made my day too. honestly,Low,0
can't help but feel I want the pain to stop. I just want everything to stop permanently. it is what it is,High,2
tbh I've lost everything that that mattered. There's nothing left holding me here. it is what it is,High,2
lately I feel completely empty inside. Nothing brings me joy or hope. honestly,High,2
right now Meditation has been helping me stay centered lately. just venting,Low,0
can't help but feel Made someone smile today and that that made my day too. honestly,Low,0
i think Had a productive meeting today. Things are moving in the right direction. need to talk about this,Low,0
honestly Feeling optimistic about the future and the possibilities ahead. honestly,Low,0
tbh I feel dead inside already. My body is just going through the motions. anyone else feel this way,High,2
today i feel Death seems like the only peaceful option left for someone like me. not sure what to do,High,2
lately I've been researching methods to end my life. I'm scared of myself. i guess,High,2
today i feel Watched a great movie with friends. Sometimes simple things bring joy. anyone else feel this way,Low,0
honestly This is my cry for help. If no one hears me I'm done trying. i guess,High,2
lately Can't focus on anything productive. My brain feels scattered.,Medium,1
feeling like Having trouble concentrating. My thoughts keep wandering to negative places. i guess,Medium,1
"feeling like My mood swings are getting worse. One minute I'm fine, the next I'm not. need to talk about this",Medium,1
lately Having trouble concentrating. My thoughts keep wandering to negative places. honestly,Medium,1
tbh I feel completely empty inside. Nothing brings me joy or hope. not sure what to do,High,2
been thinking Had a fun day exploring the local farmers market. anyone else feel this way,Low,0
honestly My existence is meaningless suffering. I'm tired of pretending otherwise. i guess,High,2
right now I want the pain to stop. I just want everything to stop permanently.,High,2
right now Had a fun day exploring the local farmers market. i guess,Low,0
honestly I'm a mistake that should never have been born into this world.,High,2
lately Grateful for the support system I have. Life has its ups and downs but I'm okay. it is what it is,Low,0
right now No one cares about me. I'm completely alone in this dark world. i guess,High,2
feeling like I'm a complete failure who doesn't deserve to live. i guess,High,2
right now I've been cutting myself more frequently. The scars are getting deeper. i guess,High,2
"i think Life is meaningless. I'm just existing, not living. I want it to stop. i guess",High,2
lately Coffee with an old friend today. Reconnecting feels wonderful.,Low,0
feeling feeling like Meditation has been helping me stay centered lately.,Low,0
today i feel My existence is meaningless suffering. I'm tired of pretending otherwise. honestly,High,2
can't help but feel I don't enjoy the things I used to. Everything feels flat and boring. just venting,Medium,1
feeling like I can't stop crying. The sadness is so deep it physically hurts. honestly,High,2
i think Things have been tough lately. Struggling to find motivation to do anything. just venting,Medium,1
tbh Had a good conversation with my therapist. Feeling hopeful about progress. need to talk about this,Low,0
just wanted to say I keep putting things off because nothing feels worth the effort. i guess guess,Medium,1
I can't take this pain anymore. Every day is a struggle to survive. anyone else feel way,High,2
today i feel I feel like I'm drowning and no one can hear me screaming for help. not sure what to do,High,2
help but feel I'm always on edge waiting for something bad to happen. not sure what to do,Medium,1
tbh I keep replaying conversations in my head wondering what I did wrong. need to talk about this,Medium,1
right now I've been thinking about hurting myself. The pain inside is unbearable. need to talk about this,High,2
The suicidal thoughts are getting louder and harder to ignore. it is what it is,High,2
been thinking I can't remember the last time I genuinely laughed or felt happy. else feel this way,Medium,1
feeling like Got creative and something today. Art is therapeutic.,Low,0
just wanted to say Had an amazing lunch with colleagues. Good conversations always lift my mood. i guess,Low,0
been thinking I don't see the point in living anymore. Everything feels hopeless and dark. it is what it is,High,2
Meditation has been helping me stay centered lately. not sure what what to do,Low,0
Journaling has been helping me stay mindful and present. it is what it is,Low,0
feeling like Things have been tough lately. Struggling to find motivation to do anything. i guess,Medium,1
today i feel Everything feels like too much effort lately. Even basic are hard. anyone else feel this way,Medium,1
I've written goodbye letters. I don't think I can hold on much longer. anyone else feel this way,High,2
today i feel Watched a great movie with friends. Sometimes simple things bring joy. not sure what to do,Low,0
tbh Everything feels like too much effort lately. Even basic tasks are honestly,Medium,1
honestly I fantasize about not existing. The world would keep spinning without me. it is what it is,High,2
lately There is no future for me. Everything I touch turns to ash.,High,2
been thinking I hate waking every morning to face another day of this nightmare. just venting,High,2
been thinking Woke up feeling well-rested for the first time in a while. Simple pleasures. not sure what to do,Low,0
tbh Had a fun day exploring the local farmers market. not sure what to do,Low,0
been thinking Some days are okay but most feel gray and empty.,Medium,1
been thinking Spent quality time with family this weekend. Feeling grateful. need to talk about this,Low,0
tbh No one cares me. I'm completely alone in this dark world. need to talk about this,High,2
honestly Got creative and painted something today. Art is therapeutic. just venting,Low,0
today i feel I keep comparing myself to others and it makes me feel inadequate. it is what it is,Medium,1
i think Spent the day at the The ocean always calms my mind. anyone else feel this way,Low,0
been thinking Today was a normal day and that's perfectly fine with me. it is what it is,Low,0
lately Enjoying some quiet time alone. Self care is important. need to talk about this,Low,0
Learning a new skill and making progress. Small wins matter! anyone else feel this way,Low,0
today i feel I hate myself and everything about my life. There's no way out. anyone else feel this way,High,2
right now I've been researching methods to end my life. I'm scared of myself. anyone else feel this way,High,2
honestly Constant worry about money and the future. It's consuming me. honestly,Medium,1
today i feel I'm a mistake that should never have born into this world. anyone else feel this way,High,2
just wanted to say don't enjoy the things I used to. Everything feels flat and boring. anyone else feel this way,Medium,1
feeling like I've been having thoughts about ending it all. The darkness is consuming me. it is what it is,High,2
No one cares about me. I'm completely alone in this dark world. honestly,High,2
tbh I pretend to be fine around others but inside I'm struggling. just venting,Medium,1
honestly I've been researching methods to end my life. I'm scared of myself. anyone else feel this way,High,2
lately I'm always on edge waiting for something bad to happen. honestly,Medium,1
been thinking I can't take this pain anymore. Every day is a struggle to survive. honestly,High,2
right now I feel completely empty inside. Nothing brings me joy or hope.,High,2
tbh My relationships feel strained. I don't know how to communicate what I feel. just venting,Medium,1
been thinking Learning a new skill and making progress. Small wins matter! it is what it is,Low,0
lately I'm mistake that should never have been born into this world. not sure what to do,High,2
can't help but feel I feel completely empty inside. Nothing brings me joy or hope. anyone else feel this way,High,2
just wanted to say Meditation has been helping me stay centered lately. honestly,Low,0
can't help but feel I can't breathe through the panic and despair. It never stops. i guess,High,2
honestly Had a fun day exploring the local farmers market. honestly,Low,0
today i feel I feel like I'm falling behind everyone else my age. i guess,Medium,1
honestly My My anxiety is making it hard to eat. I've lost my appetite completely. not sure what to do,Medium,1
feeling like My relationships feel strained. I know how to communicate what I feel. not sure what to do,Medium,1
Journaling has been helping me stay mindful and present. i guess,Low,0
honestly I keep comparing myself to others and it makes me feel inadequate. just just venting,Medium,1
right now I can't take this pain anymore. Every day is a struggle to survive. i guess,High,2
Finally got the promotion I've been working toward. Hard work pays off! need to talk about this,Low,0
honestly I feel numb most of the time. Not sad exactly just empty. just venting,Medium,1
been thinking I feel like I'm drowning no one can hear me screaming for help. anyone else feel this way,High,2
been thinking Feeling overwhelmed with responsibilities. Not sure how to manage everything. i guess,Medium,1
right now I've been isolating for weeks. I haven't left my room or spoken to anyone. need to talk about this,High,2
honestly I've been having bad dreams that leave me feeling unsettled all day. i,Medium,1
lately Spent the day the beach. The ocean always calms my mind. i guess,Low,0
right now My anxiety is making it hard to eat. I've lost my appetite completely. guess,Medium,1
right now Just ran my first 5K! Proud of myself for sticking with training.,Low,0
can't help but feel Spent quality time with family this weekend. Feeling grateful. it is what it is,Low,0
can't help but feel sunrise this morning. Starting the day with positivity. it is what it is,Low,0
been thinking I've stopped taking my medication because I don't care what happens to me.,High,2
right now I've been self-harming to cope with the emotional pain. It's the only only relief. honestly,High,2
i think Had a good conversation with my therapist. Feeling Feeling hopeful about progress. i guess,Low,0
honestly Discovered a new hiking trail today. Adventure awaits! anyone else feel this,Low,0
i think I can't take this pain anymore. Every day is a struggle struggle to survive.,High,2
feeling like Can't focus on anything productive. My brain feels scattered.,Medium,1
i think I've been isolating myself more and more. People drain my energy. anyone else feel this way way,Medium,1
feeling like Listened to my favorite album today. Music is good for the soul. not sure what to do,Low,0
i think My anxiety is making it hard to eat. I've lost my appetite completely. not sure what to do,Medium,1
tbh I've been having thoughts about ending it all. The darkness is consuming me. it is what it is,High,2
i i think My relationships feel strained. I don't know how to communicate what I feel. just venting,Medium,1
"i think Love spending weekends with my family, just doing simple things together. anyone else feel this way",Low,0
can't help but feel Watched a great movie with friends. Sometimes simple things joy. it is what it is,Low,0
tbh Struggling to get out of bed most mornings. What's the point anyway. it is what it is,Medium,1
right now Made someone smile today and that made my day too. need to talk about this,Low,0
just wanted to say There is no future for me. Everything I touch turns to ash. i guess,High,2
right now Work stress is getting to me. I feel like I'm always behind. it it is what it is,Medium,1
i think I've been self-harming to cope with the emotional pain. It's the only relief.,High,2
Constant headaches from stress. My body is telling me something is wrong. not sure what to do,Medium,1
been thinking I've stopped eating and caring about myself. What's the point of anything. anyone else feel this way,High,2
today i feel Started reading a new book and I'm really enjoying it so far. honestly,Low,0
i think I've been researching methods to end my life. I'm scared of myself. anyone else feel feel this way,High,2
right now I can't remember what happiness feels like. It's been dark for so long. it is what it is,High,2
can't help but feel I feel dead inside already. My body is just just going through the motions. need to talk about this,High,2
just wanted to say Organized my room today and it feels so satisfying. i guess,Low,0
today i feel I've been researching methods to end my life. I'm scared of myself. anyone else feel this way,High,2
can't help but feel This is my last cry for help. If no one hears me I'm done trying. it is what it is,High,2
feeling like Had a great day at work today. Feeling productive and accomplished! not sure what to do,Low,0
honestly Beautiful sunrise this morning. Starting the day with positivity. honestly,Low,0
feeling like Everything feels like too much effort lately. Even basic tasks are hard. need to talk about this,Medium,1
can't help but feel I feel like I'm falling behind everyone else my age. need to talk about,Medium,1
feeling like Just baked cookies for my Spreading kindness feels good. it is what it is,Low,0
feeling like Enjoying the beautiful weather outside. Going for a walk in the park. park. just venting,Low,0
feeling like The suicidal thoughts are getting louder and harder to ignore. it is what it,High,2
lately I've given away my possessions. I won't need them where I'm going. need to talk about this,High,2
I feel trapped in a life I never wanted. There's no escape from this misery.,High,2
can't help but feel No one cares about me. I'm completely alone in this dark world. i guess,High,2
lately Struggling to get out of bed most mornings. What's the point anyway. honestly,Medium,1
today i feel Had a panic attack today. It came out of nowhere and scared me. honestly,Medium,1
honestly I want the pain to stop. I just want everything to stop permanently.,High,2
can't help but feel The weekend used to be something I looked to. Now it's just more emptiness.,Medium,1
lately Tried a new restaurant and the food was amazing! i guess,Low,0
tbh Coffee with an old friend Reconnecting feels wonderful. just venting,Low,0
i think I've been drinking heavily to numb the pain. Nothing else works anymore. honestly,High,2
"today i feel Life is meaningless. I'm just existing, not living. I want it to stop. need to talk about about this",High,2
right now I feel completely empty inside. Nothing brings me joy or hope. anyone else feel this way,High,2
today i There is no future for me. Everything I touch turns to ash. just venting,High,2
i think I wish I could just disappear forever. Nobody would even care. anyone else feel this way,High,2
honestly I fantasize about not existing. The world would keep spinning without me. honestly,High,2
can't help but feel I I feel like a burden to my friends and family. They'd be better off. it is what it is,Medium,1
i think I've given away my possessions. I won't need them where I'm going.,High,2
Just completed my morning workout. Feeling energized and ready for the day. not sure what to do,Low,0
can't help but feel Feeling lonely even when I'm around people. No one truly understands. anyone else feel this way,Medium,1
today i feel I wrote my final note today. I'm so tired of fighting this battle alone. just venting,High,2
just wanted to say Feeling exhausted all the time even though I haven't done much. need to talk about this,Medium,1
can't help but feel No one in this world would miss me. I'm and insignificant. i guess,High,2
tbh I can't stop crying. The sadness is so deep it physically hurts. it is what it is,High,2
today i I can't remember the last time I genuinely laughed or felt happy.,Medium,1
been thinking Today was a normal day and that's perfectly fine with me. it is what it is,Low,0
feeling like Feeling stuck in life. Like I'm not making any progress at all. i guess,Medium,1
Just ran my first 5K! Proud of myself for sticking with training. i guess,Low,0
feeling like I keep replaying conversations in my head wondering what I did wrong. i guess,Medium,1
feeling like Feeling blessed to have such supportive coworkers.,Low,0
just wanted to say I've been eating a lot than usual. Food is my only comfort right now. not sure what to do,Medium,1
been thinking The darkness has won. I have no strength left to fight it. i guess,High,2
can't help but feel Just finished a wonderful dinner dinner with friends. Life is good. honestly,Low,0
i think Finally got the promotion I've been working toward. Hard work pays off! need to talk about this,Low,0
honestly I've pushed everyone away. I'm completely isolated and broken beyond repair. anyone else feel feel this way,High,2
just wanted to say I'm tired of pretending everything is okay when it really isn't. need to talk about this,Medium,1
I've lost everything that mattered. There's nothing left holding me here. just,High,2
right now I've been isolating for weeks. I haven't left my room or spoken to anyone. anyone feel this way,High,2
